cell,name,lat,lon,top_station,CIS,CIS_rank,n_violations,road_class,dominant_poi,peak_hour,demand_index,blind_spot,reliable,devices,evening_share,observed,archetype,intervention
17214_2902,Mumbai Bengaluru Highway,13.05919581,77.46657574999999,No Police Station,11.357654090719707,1249,10,1.0,none,8,2.0,15.703252958388534,False,3,0.0,10,(low-volume cell),
17253_2892,5th Main Road,13.015155385714284,77.64001182857143,Banaswadi,11.357549438837452,1250,7,1.7142857142857142,none,5,1.4,15.703108265218052,False,3,0.0,7,(low-volume cell),
17253_2860,Manipal County Road,12.874273033333331,77.64101598333333,Hulimavu,11.347251448637618,1251,6,1.0,none,2,2.0,17.407628383120098,False,1,0.0,6,(low-volume cell),
17248_2898,MBT Road,13.041109366666667,77.61773840000001,Hennuru,11.340679481323487,1252,3,1.0,poi_techpark,5,1.0,17.397546438142655,False,1,0.0,3,(low-volume cell),
17254_2893,80 Feet Road,13.021212933333333,77.64420646666666,Banaswadi,11.334006627609364,1253,12,1.25,none,5,1.3333333333333333,13.953805558774272,False,7,0.0,12,(low-volume cell),
17259_2864,Silver County Road,12.891083146666666,77.66777272666667,Electronic City,11.333149555081572,1254,15,1.0,poi_school,2,3.0,15.669372641319544,False,3,0.0,15,(low-volume cell),
17230_2897,Watch Factory Road,13.037436275,77.53538013928572,Jalahalli,11.312076618647229,1255,28,1.0,none,9,7.0,16.351374755167768,False,2,0.0,28,(low-volume cell),
17218_2868,Anchekeri Road,12.910434455555556,77.48218903333333,Kengeri,11.287979866952789,1256,9,1.1111111111111112,none,3,2.25,16.31654339478885,False,2,0.0,9,(low-volume cell),
17238_2863,Kothanur Main Road,12.885719366666669,77.57138836666667,Thalagattapura,11.240679481323488,1257,3,2.0,none,11,1.0,17.244138113123032,False,1,0.0,3,(low-volume cell),
17240_2909,16th B Cross Road,13.094232646153843,77.5812000076923,Yelahanka,11.218700160730336,1258,13,1.5384615384615383,none,4,4.333333333333333,17.210420005550382,False,1,0.0,13,(low-volume cell),
17223_2903,Hesaraghatta Main Road,13.064336033333332,77.50469063333333,Chikkabanavara,11.174012814656823,1259,3,1.6666666666666667,none,2,0.75,16.151806358022217,False,2,0.0,3,(low-volume cell),
17238_2910,Yelahanka Road,13.098524557142856,77.57362168214286,Yelahanka,11.165648047218657,1260,28,1.1071428571428572,none,8,7.0,16.13971525824166,False,2,0.0,28,(low-volume cell),
17255_2893,MBT Road,13.021738305951894,77.64910722915448,Banaswadi,11.149469391499569,1261,13,1.3846153846153846,none,9,1.625,14.05195254632673,False,6,0.0,13,(low-volume cell),
17230_2889,Pipeline Road,13.0006880195574,77.53583509322607,Vijayanagara,11.145569783601008,1262,11,1.0,none,11,1.8333333333333333,14.866540061343107,False,4,0.0,11,(low-volume cell),
17270_2894,MBT Road,13.023872427272726,77.7165659090909,K.R. Pura,11.142539480570706,1263,11,1.0909090909090908,none,3,2.2,15.405832460173585,False,3,0.0,11,(low-volume cell),
17236_2874,1st Cross Road,12.935433,77.56255877777778,Basavanagudi,11.128720607693529,1264,9,1.3333333333333333,none,3,2.25,16.086337401745464,False,2,0.0,9,(low-volume cell),
17248_2873,BTP138 - Sarjapur Road Check Post,12.929079575,77.6172313375,Adugodi,11.10963142626186,1265,8,1.1875,none,8,1.6,15.360333319501354,False,3,0.0,8,(low-volume cell),
17254_2930,Bengaluru Bellary Road,13.188335025,77.64417375000001,Chikkajala,11.101298092928523,1266,8,1.0,none,7,2.0,16.04669871905545,False,2,0.0,8,(low-volume cell),
17233_2877,Sri Raghavendra Mutt Road,12.9480723125,77.55283585,Basavanagudi,11.092964759595192,1267,8,1.125,none,4,1.6,15.337289750772346,False,3,0.0,8,(low-volume cell),
17272_2879,HAL Airport Road,12.955940836363636,77.72629109090909,Whitefield,11.091024329055552,1268,11,1.0,none,7,2.75,16.03184820407961,False,2,0.0,11,(low-volume cell),
17271_2887,Whitefield Road,12.991951533333332,77.7200793,Mahadevapura,11.07567329427603,1269,12,1.125,none,6,1.7142857142857142,14.332036039344198,False,5,0.0,12,(low-volume cell),
17235_2872,BTP158 - Devegowda Petrol Bunk,12.9243983,77.5610061,Banashankari,11.04067948132349,1270,3,1.6666666666666667,none,11,0.75,15.959075759195192,False,2,0.0,3,(low-volume cell),
17238_2917,Doddaballapur Main Road,13.12947585,77.5718306,Yelahanka,11.021374459703374,1271,4,2.0,none,2,1.3333333333333333,16.907705952771686,False,1,0.0,4,(low-volume cell),
17280_2898,Whitefield Main Road,13.044354,77.7605374,K.R. Pura,10.999999999999998,1296,1,2.0,none,6,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17244_2903,Amruthahalli Main Road,13.0657444,77.6008406,Hebbala,10.999999999999998,1285,1,2.0,none,12,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17260_2885,Kaggadasapura Main Road,12.9857043,77.6720109,Banaswadi,10.999999999999998,1293,1,2.0,none,7,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17244_2904,1st Main Road,13.0698141,77.6015197,Hebbala,10.999999999999998,1286,1,2.0,none,10,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17219_2909,Hesaraghatta Main Road,13.0933702,77.488978,Chikkabanavara,10.999999999999998,1274,1,2.0,none,13,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17263_2893,TC Palya Main Road,13.0207568,77.6855388,K.R. Pura,10.999999999999998,1294,1,2.0,none,15,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17236_2873,2nd Main Road,12.929238,77.5664004,Banashankari,10.999999999999998,1283,1,2.0,none,7,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17220_2888,3rd Main Road,12.9973766,77.4900279,Kamakshipalya,10.999999999999998,1275,1,2.0,none,11,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17260_2858,1st Main Road,12.8611217,77.674416,Electronic City,10.999999999999998,1292,1,2.0,none,6,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17254_2867,20th Main Road,12.90572,77.64446,HSR Layout,10.999999999999998,1289,1,2.0,none,12,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17217_2872,3rd Main Road,12.9258225,77.4767094,Kengeri,10.999999999999998,1273,1,2.0,none,6,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17212_2865,Challagatta Main Road,12.8963282,77.4548149,Kengeri,10.999999999999998,1272,1,2.0,none,10,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17256_2862,Parappana Agrahara Main Road,12.8807353,77.6551317,Electronic City,10.999999999999998,1291,1,2.0,none,7,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17228_2903,Kammagondanahalli Main Road,13.0676906,77.5303085,Jalahalli,10.999999999999998,1278,1,2.0,none,2,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17229_2873,4th Main Road,12.9295086,77.5349594,Banashankari,10.999999999999998,1279,1,2.0,none,3,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17277_2863,Sarjapura Main Road,12.8852117,77.746775,No Police Station,10.999999999999998,1295,1,2.0,none,6,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17235_2866,4th Main Road,12.89948,77.5587867,K.S. Layout,10.999999999999998,1282,1,2.0,none,1,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17223_2890,Hegganahalli Main Road,13.0073985,77.5054457,Peenya,10.999999999999998,1276,1,2.0,none,11,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17248_2896,Muzammil Masjid Main Road,13.0345183,77.61871,K.G. Halli,10.999999999999998,1287,1,2.0,none,3,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17252_2891,Banaswadi Main Road,13.0134802,77.6367424,Banaswadi,10.999999999999998,1288,1,2.0,none,4,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17230_2865,3rd Main Road,12.8931845,77.537668,Thalagattapura,10.999999999999998,1281,1,2.0,none,15,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17226_2893,10th Main Road,13.0205409,77.5212531,Rajajinagar,10.999999999999998,1277,1,2.0,none,3,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17242_2860,Bannerghatta Main Road,12.8729699,77.5934239,J.P. Nagar,10.999999999999998,1284,1,2.0,none,3,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17255_2855,Bettadasanapura Main Road,12.84996,77.6518967,Electronic City,10.999999999999998,1290,1,2.0,none,2,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17229_2902,Kammagondanahalli Main Road,13.0602927,77.53133,Jalahalli,10.999999999999998,1280,1,2.0,none,10,0.3333333333333333,16.874915752158742,False,1,0.0,1,(low-volume cell),
17247_2896,Veeranapalaya Main Road,13.0359704,77.6137416,K.G. Halli,10.99905930580252,1297,2,2.0,none,4,0.5,15.898914649059376,False,2,0.0,2,(low-volume cell),
17242_2911,16th A Main Road,13.099740700000002,77.5890636,Yelahanka,10.923072120459338,1298,5,2.0,none,11,1.6666666666666667,16.7569019806823,False,1,0.0,5,(low-volume cell),
17219_2883,Dr Siddalingaiah Road,12.97638655,77.4880898,Jnanabharathi,10.91304112637004,1299,4,1.0,none,12,1.3333333333333333,16.74151360066709,False,1,0.0,4,(low-volume cell),
17224_2867,Sri Sri Sri Tiruchi Mahaswamiji Road,12.904153025,77.51204185,Kengeri,10.91304112637004,1300,4,1.625,none,2,1.0,15.774577134819133,False,2,0.0,4,(low-volume cell),
17257_2890,Kasthuri Nagar Main Road,13.0079199,77.65846101666666,Banaswadi,10.892339960942696,1301,12,1.8333333333333333,none,5,3.0,15.744654024749916,False,2,0.0,12,(low-volume cell),
17245_2905,KV Jairam Road,13.072737586666667,77.60361157999999,Hebbala,10.844260666192683,1302,15,1.0,none,13,3.75,15.675156390237282,False,2,0.0,15,(low-volume cell),
17274_2883,Pattandur Agrahara Road,12.97741,77.7335417,Whitefield,10.833333333333332,1303,1,1.0,none,10,0.3333333333333333,16.61923521045937,False,1,0.0,1,(low-volume cell),
17249_2898,MBT Road,13.041366607692307,77.62199056923077,Hennuru,10.805879647909824,1304,13,1.1538461538461535,none,4,3.25,15.619677415457934,False,2,0.0,13,(low-volume cell),
17253_2872,Sarjapur Marathahalli Road,12.9242068,77.63909355999999,Adugodi,10.789738787126009,1305,5,1.2,none,2,0.8333333333333334,14.391914190537774,False,4,0.0,5,(low-volume cell),
17232_2906,Hesarghatta Road,13.08108475,77.54815753333334,Yelahanka,10.780584781970951,1306,6,1.0,none,2,0.75,13.587038132362029,False,6,0.0,6,(low-volume cell),
17249_2884,Old Madras Road,12.981906419047618,77.62402216666666,Halasur,10.77452404823367,1307,21,1.0,none,12,3.5,14.371619981299714,False,4,0.0,21,(low-volume cell),
17229_2887,4th Cross Road,12.992934,77.53378695,Vijayanagara,10.74905930580252,1308,2,1.75,none,7,0.5,15.537544776258708,False,2,0.0,2,(low-volume cell),
17247_2868,29th Main Road,12.9089766,77.61396935,Mico Layout,10.749059305802518,1309,2,1.75,none,4,0.5,15.537544776258708,False,2,0.0,2,(low-volume cell),
17245_2914,Bellary Road,13.114814125,77.606671375,Yelahanka,10.742964759595193,1310,8,1.0,none,4,2.6666666666666665,16.480602295143566,False,1,0.0,8,(low-volume cell),
17242_2869,"BTP197 - 9th Cross, 24th Main, JP Nagar",12.9118911,77.5901802,J.P. Nagar,10.74067948132349,1311,3,1.5,none,2,1.0,16.47709648802491,False,1,0.0,3,(low-volume cell),
17218_2872,Kengeri Main Road,12.9248311625,77.485278175,Kengeri,10.717964759595192,1312,8,2.0,none,11,1.6,14.818809454369644,False,3,0.0,8,(low-volume cell),
17219_2876,1st Main Road,12.9463984,77.48715800000001,Jnanabharathi,10.697251448637616,1313,6,2.0,none,11,2.0,16.410474270492532,False,1,0.0,6,(low-volume cell),
17269_2880,60 Feet Road,12.96174355,77.71351200714285,HAL Old Airport,10.675398961115093,1314,14,1.1785714285714286,none,5,2.8,14.759957380202763,False,3,0.0,14,(low-volume cell),
17270_2888,Hoodi Main Road,12.9982758,77.71681503333333,K.R. Pura,10.67401281465682,1316,3,2.0,none,10,0.75,15.429066612420876,False,2,0.0,3,(low-volume cell),
17248_2866,3rd Main Road,12.89936450107508,77.61813072260472,Madiwala,10.67401281465682,1315,3,2.0,none,3,0.75,15.429066612420876,False,2,0.0,3,(low-volume cell),
17235_2904,Vidyaranyapura Main Road,13.068673425,77.559138725,Yelahanka,10.671374459703372,1317,4,1.875,none,13,1.3333333333333333,16.370776815202998,False,1,0.0,4,(low-volume cell),
17230_2861,6th Cross Road,12.8747796,77.53844245,Thalagattapura,10.665725972469184,1318,2,1.25,none,11,0.5,15.417088151991818,False,2,0.0,2,(low-volume cell),
17235_2869,Sri Muneshwara Temple Road,12.913136720769232,77.55924497307693,K.S. Layout,10.659725801755975,1319,13,1.4615384615384617,none,5,2.6,14.73828744870921,False,3,0.0,13,(low-volume cell),
17236_2877,BTP215 - Vanivillas Junction,12.947175428571429,77.56494282857143,Basavanagudi,10.652787534075545,1320,7,1.1428571428571428,none,3,2.333333333333333,16.342262923924704,False,1,0.0,7,(low-volume cell),
17245_2880,BTP172 - Nanjappa Circle,12.963398167058823,77.60470313058823,Ashok Nagar,10.64222267229123,1321,17,1.0,none,11,2.125,13.41265693706394,False,6,0.0,17,(low-volume cell),
17239_2896,Dr Rajgopal Road,13.034129828571428,77.57590244285714,Kodigehalli,10.571835153123166,1322,7,1.2857142857142858,none,11,1.75,15.281370898214933,False,2,0.0,7,(low-volume cell),
17241_2892,BTP030 - Mekhri Circle,13.016654499999998,77.58788488,R.T. Nagar,10.557654090719709,1323,10,1.1,none,3,2.0,14.597161659396107,False,3,0.0,10,(low-volume cell),
17247_2872,BTP138 - Sarjapur Road Check Post,12.92586272,77.61544066,Madiwala,10.556405453792673,1324,5,2.0,none,12,0.8333333333333334,14.080682067371614,False,4,0.0,5,(low-volume cell),
17279_2891,Whitefield Main Road,13.00987542,77.75931146,Mahadevapura,10.556405453792673,1325,5,2.0,none,2,1.0,14.595435276345365,False,3,0.0,5,(low-volume cell),
17253_2903,K Narayanapura Main Road,13.066146333333334,77.64156163333332,Hennuru,10.540679481323489,1326,3,2.0,none,4,1.0,16.170279837985657,False,1,0.0,3,(low-volume cell),
17246_2914,Bellary Road,13.115911700000002,77.60738260000001,Yelahanka,10.52307212045934,1327,5,1.0,none,4,1.6666666666666667,16.143268680603803,False,1,0.0,5,(low-volume cell),
17247_2916,Bellary Road,13.1227136,77.6115285,Yelahanka,10.500000000000002,1328,1,1.5,none,2,0.3333333333333333,16.107874127060622,False,1,0.0,1,(low-volume cell),
17250_2864,Begur Main Road,12.88950315,77.6257243,Hulimavu,10.49905930580252,1329,2,1.5,none,10,0.5,15.17617490345804,False,2,0.0,2,(low-volume cell),
17236_2869,BTP157 - Kadirenahalli Cross,12.91403125,77.5658587,Banashankari,10.499059305802518,1330,2,1.5,none,3,0.5,15.17617490345804,False,2,0.0,2,(low-volume cell),
17265_2929,SH 104,13.183508658333333,77.695020525,Chikkajala,10.47567329427603,1331,12,1.0,none,5,3.0,15.142370903415472,False,2,0.0,12,(low-volume cell),
17237_2903,Kodigehalli Road,13.065870554545455,77.57058248181818,Kodigehalli,10.463751601782828,1332,11,1.0,none,9,3.6666666666666665,16.052266066509215,False,1,0.0,11,(low-volume cell),
17268_2932,Terminal 1 Departure Road,13.196521777777775,77.70785491111111,Devanahalli Airport,10.456033142828971,1333,18,1.0,none,11,2.25,13.177997659500358,False,6,0.0,18,(low-volume cell),
17257_2858,Hosur Road,12.8634234,77.65811984999999,Electronic City,10.421374459703376,1334,4,1.0,none,6,1.0,15.063883051644494,False,2,0.0,4,(low-volume cell),
17258_2892,MBT Road,13.014647000000002,77.66199146666666,Banaswadi,10.374012814656822,1335,3,1.0,none,4,0.75,14.99542276506008,False,2,0.0,3,(low-volume cell),
17236_2876,BTP215 - Vanivillas Junction,12.945747723076924,77.56637928461538,Basavanagudi,10.369982212012385,1336,13,1.0,none,11,3.25,14.98959661160036,False,2,0.0,13,(low-volume cell),
17253_2853,Battadasanapura Main Road,12.842843266666668,77.6419475,Electronic City,10.313918115304284,1337,6,1.5,none,5,1.5,14.908557109615996,False,2,0.0,6,(low-volume cell),
17261_2933,Unnamed Road,13.201875328571427,77.67846783571429,Devanahalli Airport,10.289684675400808,1338,14,1.0,none,10,4.666666666666667,15.785232910333413,False,1,0.0,14,(low-volume cell),
17246_2889,Madhavaraya Mudaliar Road,13.0008487125,77.6112229625,Pulikeshinagar(F.Town),10.276360357321574,1339,16,1.0625,none,11,2.0,12.951551595821206,False,6,0.0,16,(low-volume cell),
17280_2901,MBT Road,13.054713417777778,77.76326967555555,K.R. Pura,10.261331805413487,1340,45,1.0,none,10,11.25,14.83254467715082,False,2,0.0,45,(low-volume cell),
17238_2894,5th Cross Road,13.0272824,77.57451683333333,Sadashivanagar,10.207346147990156,1341,3,1.6666666666666667,none,9,1.0,15.658918754586908,False,1,0.0,3,(low-volume cell),
17262_2880,11th Cross Road,12.96079702857143,77.68173284285714,HAL Old Airport,10.171835153123164,1342,7,1.6428571428571428,none,10,2.333333333333333,15.604441932163647,False,1,0.0,7,(low-volume cell),
17258_2890,MBT Road,13.0075565,77.66253045,Banaswadi,10.146374459703376,1343,4,1.125,none,9,1.3333333333333333,15.56538310884997,False,1,0.0,4,(low-volume cell),
17256_2882,9th Cross Road,12.971628025,77.65422294999999,Jeevanbheemanagar,10.078443690654906,1344,16,1.53125,none,10,3.2,13.934598592023155,False,3,0.0,16,(low-volume cell),
17253_2866,Sri Lakshmi Venkateshwara Swamy Temple Road,12.901346825,77.6388997,HSR Layout,10.021374459703376,1345,4,1.0,none,5,1.3333333333333333,15.37362270257544,False,1,0.0,4,(low-volume cell),
17271_2866,Mullur Road,12.8970493,77.720531,Whitefield,10.0,1351,1,1.0,none,1,0.3333333333333333,15.3408325019625,False,1,0.0,1,(low-volume cell),
17256_2903,Hennur Main Road,13.0644364,77.652116,Hennuru,10.0,1350,1,2.0,none,12,0.3333333333333333,15.3408325019625,False,1,0.0,1,(low-volume cell),
17230_2896,Watch Factory Road,13.0363704,77.5356512,Jalahalli,10.0,1347,1,1.0,none,8,0.3333333333333333,15.3408325019625,False,1,0.0,1,(low-volume cell),
17226_2867,Dr Vishnuvardhan Main Road,12.9026833,77.5190814,Kengeri,10.0,1346,1,2.0,none,11,0.3333333333333333,15.3408325019625,False,1,0.0,1,(low-volume cell),
17240_2913,Unnamed area,13.1105218,77.5801105,Yelahanka,10.0,1348,1,1.0,none,2,0.3333333333333333,15.3408325019625,False,1,0.0,1,(low-volume cell),
17244_2860,Hulimavu Lake Road,12.8726719,77.602269,Hulimavu,10.0,1349,1,1.0,none,9,0.3333333333333333,15.3408325019625,False,1,0.0,1,(low-volume cell),
17259_2869,Haralur Road,12.913819388,77.66657518400001,Bellandur,9.991352775599518,1352,25,1.0,none,7,3.571428571428572,12.928914049469,False,5,0.0,25,(low-volume cell),
17253_2897,Hennuru Road,13.0398489,77.64143016666667,Hennuru,9.9517905924346,1353,3,1.0,none,2,0.6,13.759486229608267,False,3,0.0,3,(low-volume cell),
17267_2891,Basavanapura Main Road,13.0103065,77.70349519999999,K.R. Pura,9.904707793036708,1355,4,2.0,none,3,1.0,14.31705198118978,False,2,0.0,4,(low-volume cell),
17251_2906,Thanisandra Main Road,13.0794339,77.6338882,Hennuru,9.904707793036708,1354,4,2.0,none,3,1.0,14.31705198118978,False,2,0.0,4,(low-volume cell),
17275_2882,BM Glorietta Society Road,12.9700767,77.7416417,Whitefield,9.865725972469184,1356,2,1.0,none,9,0.6666666666666666,15.134844965391082,False,1,0.0,2,(low-volume cell),
17235_2867,2nd Cross Road,12.905911642857143,77.55816121428572,K.S. Layout,9.848025629313645,1357,7,1.5,none,2,2.333333333333333,15.107691165433442,False,1,0.0,7,(low-volume cell),
17252_2879,BTP146 - Domlur Water Tank,12.959007214285714,77.63837577142856,Halasur,9.805168486456498,1358,7,1.5,none,9,1.75,14.173169954959551,False,2,0.0,7,(low-volume cell),
